ID,PID,Hours,Amount,Phase Bill Count,DeliveryMethod,Status,Division,Unit,Sponsor,Phase,ActualDuration,ProjectDuration,PlanningDuration,DesignDuration,ProcurementDuration,ConstructionDuration,CloseOutDuration,Monthly FTE
PV467-APT-Initiation,PV467-APT,8.5,872.4399999999999,3,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,2.26,3874.0,70.0,,,729.0,180.0,0.03
PV467-APT-Design,PV467-APT,3122.25,386674.7600000004,354,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,105.33,3874.0,70.0,,,729.0,180.0,0.21
PV236-VIS-Design,PV236-VIS,7.0,777.4200000000001,2,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,3.39,1255.0,29.0,105.0,26.0,1095.0,180.0,0.01
PV236-VIS-Procurement,PV236-VIS,25.0,3030.28,4,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,1.32,1255.0,29.0,105.0,26.0,1095.0,180.0,0.14
PV236-VIS-Construction,PV236-VIS,862.0,117824.47,139,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,33.42,1255.0,29.0,105.0,26.0,1095.0,180.0,0.18
PV236-VIS-Closeout,PV236-VIS,73.75,10642.290000000005,24,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,5.52,1255.0,29.0,105.0,26.0,1095.0,180.0,0.1
PO79-FSUP-Initiation,PO79-FSUP,295.5,39635.48,31,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,POLICE,Police,Initiation,8.65,1730.0,268.0,625.0,327.0,510.0,180.0,0.24
PO79-FSUP-Design,PO79-FSUP,2495.25,349807.90000000014,238,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,POLICE,Police,Design,20.16,1730.0,268.0,625.0,327.0,510.0,180.0,0.88
PO79-FSUP-Procurement,PO79-FSUP,650.5,93959.51999999999,70,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,POLICE,Police,Procurement,10.55,1730.0,268.0,625.0,327.0,510.0,180.0,0.44
PO79-FSUP-Construction,PO79-FSUP,2230.25,332792.12000000005,127,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,POLICE,Police,Construction,16.45,1730.0,268.0,625.0,327.0,510.0,180.0,0.97
PO79-FSUP-Closeout,PO79-FSUP,341.75,49423.96,17,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,POLICE,Police,Closeout,4.6,1730.0,268.0,625.0,327.0,510.0,180.0,0.53
PV467-BHT-Initiation,PV467-BHT,515.5,70665.93000000001,70,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,8.03,4738.0,1980.0,779.0,633.0,626.0,720.0,0.46
PV467-BHT-Design,PV467-BHT,2366.75,341948.45000000007,214,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,25.13,4738.0,1980.0,779.0,633.0,626.0,720.0,0.67
PV467-BHT-Procurement,PV467-BHT,799.0,118060.28000000001,109,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,18.97,4738.0,1980.0,779.0,633.0,626.0,720.0,0.3
PV467-BHT-Construction,PV467-BHT,2867.0,438560.91000000003,247,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,21.64,4738.0,1980.0,779.0,633.0,626.0,720.0,0.95
PV467-BHT-Closeout,PV467-BHT,347.0,47373.649999999994,52,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,4738.0,1980.0,779.0,633.0,626.0,720.0,0.45
PV467-122-Initiation,PV467-122,277.58333333333337,30828.460000000014,56,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,9.68,4625.0,300.0,1365.0,274.0,1953.0,733.0,0.2
PV467-122-Design,PV467-122,5076.5,668821.4,516,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,44.03,4625.0,300.0,1365.0,274.0,1953.0,733.0,0.82
PV467-122-Procurement,PV467-122,693.75,100141.83999999998,67,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,8.84,4625.0,300.0,1365.0,274.0,1953.0,733.0,0.56
PV467-122-Construction,PV467-122,20415.41666666666,3053438.299999993,1105,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,63.0,4625.0,300.0,1365.0,274.0,1953.0,733.0,2.31
PV467-122-Closeout,PV467-122,961.45,153789.70999999996,59,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,3.22,4625.0,300.0,1365.0,274.0,1953.0,733.0,2.13
HL82HCRST-Initiation,HL82HCRST,48.31666666666667,5123.4400000000005,20,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Health,Initiation,12.39,3274.0,384.0,456.0,764.0,939.0,731.0,0.03
HL82HCRST-Design,HL82HCRST,700.1333333333333,77757.17999999998,91,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Health,Design,14.71,3274.0,384.0,456.0,764.0,939.0,731.0,0.34
HL82HCRST-Procurement,HL82HCRST,750.75,97531.61999999995,158,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Health,Procurement,24.65,3274.0,384.0,456.0,764.0,939.0,731.0,0.22
HL82HCRST-Construction,HL82HCRST,3247.916666666667,468874.8699999998,363,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Health,Construction,30.29,3274.0,384.0,456.0,764.0,939.0,731.0,0.77
HL82HCRST-Closeout,HL82HCRST,1544.3666666666668,227771.99999999994,169,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Health,Closeout,23.58,3274.0,384.0,456.0,764.0,939.0,731.0,0.47
HL82CHELI-Initiation,HL82CHELI,186.75,20138.43,34,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Health,Initiation,10.42,1655.0,323.0,572.0,151.0,609.0,180.0,0.13
HL82CHELI-Design,HL82CHELI,704.0833333333333,77410.27,128,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Health,Design,18.45,1655.0,323.0,572.0,151.0,609.0,180.0,0.27
HL82CHELI-Procurement,HL82CHELI,25706.583333333332,3823993.969999987,1498,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Health,Procurement,110.39,1655.0,323.0,572.0,151.0,609.0,180.0,1.66
PV467BHPE-Initiation,PV467BHPE,718.25,79013.30999999997,70,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,33.45,4519.0,1037.0,594.0,384.0,1251.0,1253.0,0.15
PV467BHPE-Design,PV467BHPE,2194.5,294348.65000000014,154,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,19.16,4519.0,1037.0,594.0,384.0,1251.0,1253.0,0.82
PV467BHPE-Procurement,PV467BHPE,1263.75,181892.27000000005,108,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,12.39,4519.0,1037.0,594.0,384.0,1251.0,1253.0,0.73
PV467BHPE-Construction,PV467BHPE,4796.666666666667,702664.84,332,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,40.35,4519.0,1037.0,594.0,384.0,1251.0,1253.0,0.85
PV467BHPE-Closeout,PV467BHPE,106.5,15493.62,21,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,4519.0,1037.0,594.0,384.0,1251.0,1253.0,0.14
HH115NELX-Initiation,HH115NELX,27.25,2944.29,12,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Initiation,7.97,2508.0,247.0,560.0,479.0,1222.0,180.0,0.02
HH115NELX-Design,HH115NELX,675.5,74021.96000000004,133,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Design,18.06,2508.0,247.0,560.0,479.0,1222.0,180.0,0.27
HH115NELX-Procurement,HH115NELX,479.25,61582.74999999998,108,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Procurement,15.45,2508.0,247.0,560.0,479.0,1222.0,180.0,0.22
HH115NELX-Construction,HH115NELX,4403.166666666666,625150.7199999999,455,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Construction,39.42,2508.0,247.0,560.0,479.0,1222.0,180.0,0.8
HH115NELX-Closeout,HH115NELX,581.25,88605.75000000004,64,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Closeout,5.98,2508.0,247.0,560.0,479.0,1222.0,180.0,0.69
HH115PAFS-Initiation,HH115PAFS,12.0,1231.6800000000003,8,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Initiation,5.87,980.0,182.0,322.0,153.0,323.0,180.0,0.01
HH115PAFS-Design,HH115PAFS,685.25,76104.08000000002,99,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Design,10.39,980.0,182.0,322.0,153.0,323.0,180.0,0.47
HH115PAFS-Procurement,HH115PAFS,269.5,29264.4,55,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Procurement,4.94,980.0,182.0,322.0,153.0,323.0,180.0,0.39
HH115PAFS-Construction,HH115PAFS,615.25,70094.71999999999,115,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Construction,10.42,980.0,182.0,322.0,153.0,323.0,180.0,0.42
HH115PAFS-Closeout,HH115PAFS,243.25,32627.109999999993,67,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Closeout,5.52,980.0,182.0,322.0,153.0,323.0,180.0,0.31
HH112BABU-Initiation,HH112BABU,80.0,8211.199999999999,16,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Initiation,5.87,1284.0,182.0,562.0,202.0,338.0,180.0,0.1
HH112BABU-Design,HH112BABU,497.5,54919.550000000025,115,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Design,18.13,1284.0,182.0,562.0,202.0,338.0,180.0,0.2
HH112BABU-Procurement,HH112BABU,382.0,42650.0,52,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Procurement,5.65,1284.0,182.0,562.0,202.0,338.0,180.0,0.48
HH112BABU-Construction,HH112BABU,1673.75,224500.78999999995,148,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Construction,12.1,1284.0,182.0,562.0,202.0,338.0,180.0,0.99
HH112BABU-Closeout,HH112BABU,366.25,49125.10000000001,51,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Closeout,5.52,1284.0,182.0,562.0,202.0,338.0,180.0,0.47
HH115CSBR-Initiation,HH115CSBR,28.0,2873.92,8,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Initiation,5.48,1374.0,170.0,362.0,289.0,553.0,180.0,0.04
HH115CSBR-Design,HH115CSBR,586.25,65102.85999999998,83,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Design,11.68,1374.0,170.0,362.0,289.0,553.0,180.0,0.36
HH115CSBR-Procurement,HH115CSBR,429.0,47145.31,77,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Procurement,9.32,1374.0,170.0,362.0,289.0,553.0,180.0,0.33
HH115CSBR-Construction,HH115CSBR,922.25,121337.25999999997,168,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Construction,17.84,1374.0,170.0,362.0,289.0,553.0,180.0,0.37
HH115CSBR-Closeout,HH115CSBR,736.25,98753.52999999998,70,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Closeout,5.52,1374.0,170.0,362.0,289.0,553.0,180.0,0.95
LBCA07CEN-Initiation,LBCA07CEN,491.5,53813.99000000002,81,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Initiation,18.32,3996.0,568.0,635.0,2252.0,541.0,180.0,0.19
LBCA07CEN-Design,LBCA07CEN,1751.8333333333335,218564.92000000007,214,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Design,20.48,3996.0,568.0,635.0,2252.0,541.0,180.0,0.61
LBCA07CEN-Procurement,LBCA07CEN,1729.6833333333334,242448.17000000007,350,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Procurement,86.01,3996.0,568.0,635.0,2252.0,541.0,180.0,0.14
HL82FGHVC-Initiation,HL82FGHVC,31.0,3244.9900000000002,14,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Health,Initiation,8.39,1512.0,260.0,792.0,94.0,366.0,180.0,0.03
HL82FGHVC-Design,HL82FGHVC,8546.25,1188607.829999998,1116,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Health,Design,114.99,1512.0,260.0,792.0,94.0,366.0,180.0,0.53
LBKA07MAC-Initiation,LBKA07MAC,114.25,12318.13,14,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Initiation,7.68,1264.0,238.0,286.0,418.0,322.0,180.0,0.11
LBKA07MAC-Design,LBKA07MAC,450.0,49977.02000000001,57,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Design,9.23,1264.0,238.0,286.0,418.0,322.0,180.0,0.35
LBKA07MAC-Procurement,LBKA07MAC,485.5,54291.43999999999,80,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Procurement,13.48,1264.0,238.0,286.0,418.0,322.0,180.0,0.26
LBKA07MAC-Construction,LBKA07MAC,654.0833333333334,87732.22,64,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Construction,10.39,1264.0,238.0,286.0,418.0,322.0,180.0,0.45
LBKA07MAC-Closeout,LBKA07MAC,291.5,39098.939999999995,22,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Closeout,5.52,1264.0,238.0,286.0,418.0,322.0,180.0,0.38
HH115AUFS-Initiation,HH115AUFS,3.5,359.24,4,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Initiation,5.45,979.0,169.0,335.0,177.0,298.0,180.0,0.0
HH115AUFS-Design,HH115AUFS,388.25,43117.159999999996,80,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Design,10.81,979.0,169.0,335.0,177.0,298.0,180.0,0.26
HH115AUFS-Procurement,HH115AUFS,355.5,39482.03,74,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Procurement,5.71,979.0,169.0,335.0,177.0,298.0,180.0,0.44
HH115AUFS-Construction,HH115AUFS,1159.75,133981.24,167,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Construction,9.61,979.0,169.0,335.0,177.0,298.0,180.0,0.86
HH115AUFS-Closeout,HH115AUFS,334.75,44900.00999999997,78,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,HEALTH,Homeless Services,Closeout,5.52,979.0,169.0,335.0,177.0,298.0,180.0,0.43
PV205SNUF-Design,PV205SNUF,183.25,18920.35,18,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,3.19,1294.0,45.0,99.0,310.0,840.0,180.0,0.41
PV205SNUF-Procurement,PV205SNUF,90.5,10050.95,21,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,10.0,1294.0,45.0,99.0,310.0,840.0,180.0,0.06
PV205SNUF-Construction,PV205SNUF,237.25,29382.750000000004,53,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,26.16,1294.0,45.0,99.0,310.0,840.0,180.0,0.06
PV205SNUF-Closeout,PV205SNUF,63.5,8517.27,11,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,5.06,1294.0,45.0,99.0,310.0,840.0,180.0,0.09
PV467MAMA-Initiation,PV467MAMA,1465.75,180856.95999999996,210,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,48.3,794.0,,,,332.0,180.0,0.22
PV467MAMA-Construction,PV467MAMA,1081.25,119528.3299999999,123,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,10.71,794.0,,,,332.0,180.0,0.72
PV467MAMA-Closeout,PV467MAMA,397.75,50679.87000000001,58,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,794.0,,,,332.0,180.0,0.51
PV341-CAR-Initiation,PV341-CAR,473.5,51780.73,59,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,12.42,4578.0,385.0,1240.0,972.0,841.0,1140.0,0.27
PV341-CAR-Design,PV341-CAR,2321.8333333333335,297593.6500000002,268,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,40.0,4578.0,385.0,1240.0,972.0,841.0,1140.0,0.41
PV341-CAR-Procurement,PV341-CAR,1365.5,205660.76000000007,140,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,31.35,4578.0,385.0,1240.0,972.0,841.0,1140.0,0.31
PV341-CAR-Construction,PV341-CAR,2144.2166666666667,315674.62000000005,236,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,27.15,4578.0,385.0,1240.0,972.0,841.0,1140.0,0.56
PV341-CAR-Closeout,PV341-CAR,397.0,63718.58,54,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,4578.0,385.0,1240.0,972.0,841.0,1140.0,0.51
HH115AUHT-Initiation,HH115AUHT,2.0,205.28,3,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Homeless Services,Initiation,5.45,1084.0,169.0,366.0,184.0,365.0,180.0,0.0
HH115AUHT-Design,HH115AUHT,43.0,4773.670000000001,36,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Homeless Services,Design,11.74,1084.0,169.0,366.0,184.0,365.0,180.0,0.03
HH115AUHT-Procurement,HH115AUHT,4531.25,629397.139999999,524,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,HEALTH,Homeless Services,Procurement,72.22,1084.0,169.0,366.0,184.0,365.0,180.0,0.45
HL82GLEBE-Initiation,HL82GLEBE,205.0,21445.360000000004,21,1.AllInHouse,Completed,PUBLIC BUILDINGS,HEALTH,Health,Initiation,2.3,365.0,,,,268.0,180.0,0.64
HL82GLEBE-Construction,HL82GLEBE,354.25,39343.180000000015,64,1.AllInHouse,Completed,PUBLIC BUILDINGS,HEALTH,Health,Construction,8.58,365.0,,,,268.0,180.0,0.29
HL82GLEBE-Closeout,HL82GLEBE,190.25,20907.129999999994,28,1.AllInHouse,Completed,PUBLIC BUILDINGS,HEALTH,Health,Closeout,5.06,365.0,,,,268.0,180.0,0.27
PO205-PA-Initiation,PO205-PA,1334.5,147843.38000000003,61,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Initiation,13.23,4701.0,410.0,1063.0,-157.0,1498.0,1887.0,0.72
PO205-PA-Design,PO205-PA,23919.5,3464393.3499999917,770,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Design,126.03,4701.0,410.0,1063.0,-157.0,1498.0,1887.0,1.36
PO205-PA-Construction,PO205-PA,33876.66666666667,4908802.539999997,1203,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Construction,60.06,4701.0,410.0,1063.0,-157.0,1498.0,1887.0,4.03
PO205-PA-Closeout,PO205-PA,3770.75,548568.7100000002,159,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Closeout,5.52,4701.0,410.0,1063.0,-157.0,1498.0,1887.0,4.88
PV46759E4-Construction,PV46759E4,4291.416666666666,520947.3100000018,515,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,34.55,1072.0,,,,1071.0,180.0,0.89
PV46759E4-Closeout,PV46759E4,77.25,10728.459999999992,30,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,1072.0,,,,1071.0,180.0,0.1
PV46759E4-Initiation,PV46759E4,40.75,5883.67,17,1.AllInHouse,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,37.72,1072.0,,,,1071.0,180.0,0.01
PV022-IFS-Design,PV022-IFS,675.0833333333334,71860.47999999997,35,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,5.65,1487.0,11.0,175.0,217.0,1084.0,180.0,0.85
PV022-IFS-Procurement,PV022-IFS,256.5,28487.010000000002,16,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,7.0,1487.0,11.0,175.0,217.0,1084.0,180.0,0.26
PV022-IFS-Construction,PV022-IFS,301.75,36358.72999999999,71,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Construction,34.97,1487.0,11.0,175.0,217.0,1084.0,180.0,0.06
PV022-IFS-Closeout,PV022-IFS,23.25,3236.7200000000003,7,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Closeout,3.22,1487.0,11.0,175.0,217.0,1084.0,180.0,0.05
PV490JNAC-Initiation,PV490JNAC,256.75,28236.820000000007,44,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,13.16,1071.0,408.0,298.0,114.0,251.0,180.0,0.14
PV490JNAC-Design,PV490JNAC,540.75,59944.68,55,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,9.61,1071.0,408.0,298.0,114.0,251.0,180.0,0.4
PV490JNAC-Procurement,PV490JNAC,582.6833333333333,65220.360000000015,71,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,3.68,1071.0,408.0,298.0,114.0,251.0,180.0,1.13
PV490JNAC-Construction,PV490JNAC,1687.0,226277.45000000004,156,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,8.1,1071.0,408.0,298.0,114.0,251.0,180.0,1.49
PV490JNAC-Closeout,PV490JNAC,1349.5,180874.34000000008,93,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,1071.0,408.0,298.0,114.0,251.0,180.0,1.75
PV490JNRF-Initiation,PV490JNRF,27.75,3081.92,13,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,6.74,1909.0,209.0,259.0,776.0,665.0,180.0,0.03
PV490JNRF-Design,PV490JNRF,192.0,21323.520000000004,38,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,8.35,1909.0,209.0,259.0,776.0,665.0,180.0,0.16
PV490JNRF-Procurement,PV490JNRF,679.0,90692.10999999996,131,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,25.03,1909.0,209.0,259.0,776.0,665.0,180.0,0.19
PV490JNRF-Construction,PV490JNRF,648.1666666666666,93566.88999999994,122,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,21.45,1909.0,209.0,259.0,776.0,665.0,180.0,0.22
PV490JNRF-Closeout,PV490JNRF,412.75,60057.54999999999,49,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.52,1909.0,209.0,259.0,776.0,665.0,180.0,0.53
PV501HVAC-Initiation,PV501HVAC,348.75,38542.72999999999,58,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,12.97,2198.0,402.0,889.0,254.0,653.0,180.0,0.19
PV501HVAC-Design,PV501HVAC,2514.25,306679.4100000001,243,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Design,28.68,2198.0,402.0,889.0,254.0,653.0,180.0,0.63
PV501HVAC-Procurement,PV501HVAC,141.0,18912.420000000002,32,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Procurement,8.19,2198.0,402.0,889.0,254.0,653.0,180.0,0.12
PV501HVAC-Construction,PV501HVAC,2946.0,424831.35000000015,218,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,21.06,2198.0,402.0,889.0,254.0,653.0,180.0,1.0
PV501HVAC-Closeout,PV501HVAC,524.5,74731.98999999999,35,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.98,2198.0,402.0,889.0,254.0,653.0,180.0,0.63
DDC7PSAC2-Initiation,DDC7PSAC2,892.0,98450.86999999998,37,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Initiation,9.94,3861.0,308.0,1012.0,-262.0,2182.0,621.0,0.64
DDC7PSAC2-Design,DDC7PSAC2,16014.25,2076777.7699999998,575,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Design,128.79,3861.0,308.0,1012.0,-262.0,2182.0,621.0,0.89
DDC7PSAC2-Construction,DDC7PSAC2,32570.783333333336,4665315.3199999975,1275,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Construction,70.39,3861.0,308.0,1012.0,-262.0,2182.0,621.0,3.31
DDC7PSAC2-Closeout,DDC7PSAC2,3108.0,456072.07999999996,94,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,EXECUTIVE,Police,Closeout,5.52,3861.0,308.0,1012.0,-262.0,2182.0,621.0,4.02
PV235CC4A-Design,PV235CC4A,76.0,8440.56,6,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Design,1.16,1427.0,27.0,36.0,240.0,1124.0,180.0,0.47
PV235CC4A-Procurement,PV235CC4A,432.5,48033.46999999999,30,1.AllInHouse,Completed,PUBLIC BUILDINGS,PASS THROUGH,Cultural Affairs,Procurement,7.74,1427.0,27.0,36.0,240.0,1124.0,180.0,0.4
